drug,ndc_raw,ndc
atomoxetine,31722-716-30,31722071630
atomoxetine,31722-717-30,31722071730
atomoxetine,31722-718-30,31722071830
atomoxetine,31722-719-30,31722071930
atomoxetine,31722-720-30,31722072030
atomoxetine,65841-607-14,65841060714
atomoxetine,65841-609-16,65841060916
atomoxetine,65841-610-16,65841061016
atomoxetine,42291-064-30,42291006430
atomoxetine,42291-065-30,42291006530
atomoxetine,42291-066-30,42291006630
atomoxetine,42291-067-30,42291006730
atomoxetine,42291-068-30,42291006830
atomoxetine,42291-069-30,42291006930
atomoxetine,42291-070-30,42291007030
atomoxetine,68462-265-23,68462026523
atomoxetine,68462-265-30,68462026530
atomoxetine,55111-563-78,55111056378
atomoxetine,55111-564-05,55111056405
atomoxetine,55111-564-78,55111056478
atomoxetine,68382-216-02,68382021602
atomoxetine,65841-607-10,65841060710
atomoxetine,65841-608-02,65841060802
atomoxetine,65841-610-06,65841061006
atomoxetine,68382-216-14,68382021614
atomoxetine,68382-218-14,68382021814
atomoxetine,68382-220-14,68382022014
atomoxetine,55111-521-05,55111052105
atomoxetine,64980-373-03,64980037303
atomoxetine,64980-375-03,64980037503
atomoxetine,68382-216-16,68382021616
atomoxetine,68382-219-14,68382021914
atomoxetine,68382-220-77,68382022077
atomoxetine,60687-326-25,60687032625
atomoxetine,65841-606-02,65841060602
atomoxetine,65841-607-16,65841060716
atomoxetine,65841-607-77,65841060777
atomoxetine,65841-608-06,65841060806
atomoxetine,65841-608-10,65841060810
atomoxetine,65841-609-02,65841060902
atomoxetine,65841-609-14,65841060914
atomoxetine,65841-610-77,65841061077
atomoxetine,65841-611-06,65841061106
atomoxetine,65862-240-22,65862024022
atomoxetine,68382-216-10,68382021610
atomoxetine,68382-217-16,68382021716
atomoxetine,68382-218-10,68382021810
atomoxetine,68382-219-16,68382021916
atomoxetine,68382-220-10,68382022010
atomoxetine,0093-3542-56,00093354256
atomoxetine,0093-3543-56,00093354356
atomoxetine,0093-3544-56,00093354456
atomoxetine,0093-3545-56,00093354556
atomoxetine,0093-3546-56,00093354656
atomoxetine,0093-3547-56,00093354756
atomoxetine,0093-3548-56,00093354856
atomoxetine,55111-521-78,55111052178
atomoxetine,55111-528-05,55111052805
atomoxetine,55111-528-30,55111052830
atomoxetine,51407-101-30,51407010130
atomoxetine,51407-104-30,51407010430
atomoxetine,51407-105-30,51407010530
atomoxetine,60505-2834-3,60505283403
atomoxetine,50090-4235-0,50090423500
atomoxetine,50090-4236-0,50090423600
atomoxetine,50090-4237-0,50090423700
atomoxetine,50090-4243-0,50090424300
atomoxetine,50090-4244-0,50090424400
atomoxetine,50268-057-13,50268005713
atomoxetine,50268-058-13,50268005813
